id,account_id,name,email,phone,title,status,monday_item_id,created_at,updated_at,company,department,mobile,address,city,state,country,website,birthday,notes,labels,source,google_resource_name,custom,description,company_id,owner_id,enrich_pending,enrich_asked_at
18080dd7-868e-4639-bf6f-a5debe968e55,,Sanrun Ltd.,majiwei1010@126.com,+8615227582222,,,,2026-07-08 13:57:00.177973+00,2026-07-08 15:37:37.303214+00,"Sanrun Green Energy (Hebei) Technology Co., Ltd.",,,,,Hebei,China,https://sanrunenergy.com,,,"{""Module Mfr"",China,""Solar PV""}",google,,{},"Manufactures solar photovoltaic modules in Hebei, China.",,,f,
18431bf8-a23e-4eb4-935b-bd914b0b11fb,,Far Limited,fepv@fefacade.com,,,,,2026-07-08 13:56:06.781137+00,2026-07-08 15:37:37.303214+00,Far East Green Energy Technology (GUANG DONG) Company Limited,,,,,Guangdong,China,https://www.febipv.com/,,,"{""Module Mfr"",China,""Solar PV""}",google,,{},"Makes BIPV facade and solar module products in Guangdong, China.",,,f,
18459c10-85b7-4786-833c-e8e8dff3ff43,,Einklang Energy,info@einklang-energy.de,+49 157 774 072 74,,,,2026-07-08 13:55:57.605977+00,2026-07-08 15:37:37.303214+00,Einklang Energy,,,,,,Germany,https://www.einklang.energy/,,,"{EPC/Installer,Germany,Residential}",google,,{},Installs residential solar PV and energy systems in Germany.,,,f,
184dcf7c-aa1b-42b2-9fdb-82384e292400,,Gireve,felix.muhl@gireve.com,+33 6 27 24 91 71,,,,2026-07-08 13:56:11.401358+00,2026-07-08 15:37:37.303214+00,Gireve,,,,,,France,https://www.gireve.com,,,"{Software,France,""EV Charging""}",google,,{},Operates an EV charging roaming and interoperability platform.,,,f,
1852bcdd-b8d8-4c39-835a-29833afb5272,,Radiant Equipment,,,,,,2026-07-08 13:56:54.923821+00,2026-07-08 15:37:37.303214+00,Radiant PV Equipment,,,,,,China,https://www.radiantpvsolar.com,,,"{Other,China,""Solar PV""}",google,,{},Supplies PV manufacturing equipment for solar cell and module production.,,,f,
18c55c5e-2de7-4a0d-9914-63fc92faa57a,,KEBA GmbH,keba@keba.com,+43 732 70900,,,,2026-07-08 13:56:31.349718+00,2026-07-08 15:37:37.303214+00,KEBA Energy Automation GmbH,,,,,,Austria,https://www.keba.com,,,"{Other,Austria,""EV Charging""}",google,,{},Manufactures EV charging stations and energy automation hardware.,,,f,
18ef2f17-d495-4813-b281-89d149f77f13,,Solar GmbH,marketing@solar-fabrik.de,+49609320770,,,,2026-07-08 13:57:10.587685+00,2026-07-08 15:37:37.303214+00,Solar Fabrik GmbH,,,,,,Germany,https://www.solar-fabrik.de,,,"{""Module Mfr"",Germany,""Solar PV""}",google,,{},Manufactures solar photovoltaic modules in Germany.,,,f,
191ac27a-eae2-441d-8a51-e123448bd256,,gridX,info@gridx.ai,+4924141259710,,,,2026-07-08 13:56:13.58677+00,2026-07-08 15:37:37.303214+00,gridX,,,,,,Germany,https://www.gridx.ai,,,"{Software,Germany,Grid}",google,,{},Provides software platform for energy management and grid flexibility.,,,f,
19c17e10-c950-4af9-a729-b1d8ef05aa88,,GOLD INC.,marketing@top-bms.com,+8657188883356,,,,2026-07-08 13:56:11.949114+00,2026-07-08 15:37:37.303214+00,GOLD ELECTRONIC EQUIPMENT INC.,,,,,,Taiwan,https://www.top-bms.com,,,"{Battery/Storage,Taiwan}",google,,{},Manufactures battery management systems (BMS) for storage applications.,,,f,
19d1d93d-42d7-4b29-bf04-73efa69bc86a,,CharIN - Charging Initiative,iohanna.vater@charin.global,+4915114334791,,,,2026-07-08 13:55:47.102265+00,2026-07-08 15:37:37.303214+00,CharIN - Charging Interface Initiative e.V.,,,,,,Germany,https://www.charin.global/,,,"{Association,Germany,""EV Charging""}",google,,{},Industry association promoting the Combined Charging System standard for EVs.,,,f,
19de923d-5b57-4a5c-89b8-0fafb6ce6a88,,Effizency S.A.,info@effizency.com,+351351935048372,,,,2026-07-08 13:55:57.458698+00,2026-07-08 15:37:37.303214+00,Effizency S.A.,,,,,,Portugal,https://effizency.com/,,,"{Consultancy,Portugal,""Solar PV""}",google,,{},Provides energy efficiency and solar consultancy services.,,,f,
19dfa2f1-8eb8-457c-84b1-f4e010477c95,,Solplanet AISWEI,sales.de@solplanet.net,+4922177268388,,,,2026-07-08 13:55:31.921998+00,2026-07-08 15:37:37.303214+00,Solplanet by AISWEI,,,,,,China,https://www.solplanet.net,,,"{""Inverter Mfr"",China,""Solar PV""}",google,,{},Manufactures solar inverters under the Solplanet brand by AISWEI.,,,f,
19e3948d-05cb-4a94-af79-6e3ad3251401,,AMFISOL BV,info@amfisol.eu,+32479810362,,,,2026-07-08 13:55:33.172201+00,2026-07-08 15:37:37.303214+00,AMFISOL BV,,,,,,Netherlands,https://www.amfisol.eu,,,"{EPC/Installer,Netherlands,""Solar PV""}",google,,{},Installs solar PV systems for residential and commercial clients in the Netherlands.,,,f,
eb3b5faa-f2b0-46cc-a01c-36967f39eeca,,Deyle GmbH,info@deyletech.com,+49 6196 6409919,,,,2026-07-08 13:55:52.894384+00,2026-07-08 15:37:37.303214+00,Deyle Technik GmbH,,,,,,Germany,https://www.DeyleTech.de,,,"{Other,Germany}",google,,{},German technical engineering/electronics company.,,,f,
1a1b8b44-b52f-4457-9671-cc64b2fb1495,,Sinovoltaics,insights@sinovoltaics.com,+85228684588,,,,2026-07-08 13:57:08.694218+00,2026-07-08 15:37:37.303214+00,Sinovoltaics,,,,,,Hong Kong,https://www.sinovoltaics.com,,,"{Testing/Certification,""Hong Kong"",""Solar PV""}",google,,{},Provides quality assurance and inspection services for solar PV supply chains.,,,f,
1a4b177e-6d71-429e-a363-dfb2016d4b20,,PVX. AI,rukiye@pvx.ai,+905320538515,,,,2026-07-08 13:56:53.322884+00,2026-07-08 15:37:37.303214+00,PVX.AI,,,,,,Netherlands,https://pvx.ai,,,"{Software,Netherlands,""Solar PV""}",google,,{},Provides AI-driven solar asset performance and monitoring software.,,,f,
1cd68cd2-81e8-4a8a-8049-ef5cacb94681,,SMA AG,info@sma.de,+49 561 95220,,,,2026-07-08 13:57:09.266619+00,2026-07-08 15:37:37.303214+00,SMA Solar Technology AG,,,,Niestetal,Hesse,Germany,https://www.sma.de,,,"{""Inverter Mfr"",Germany,""Solar PV""}",google,,{},Major German manufacturer of solar inverters.,,,f,
1a9d1698-d664-4e7a-b482-d546b3798d91,,Wilson Ltd,marketing@wilsonpowersolutions.co.uk,+447394 565501,,,,2026-07-08 13:57:32.438118+00,2026-07-08 15:37:37.303214+00,Wilson Power Solutions Ltd,,,,,,United Kingdom,https://www.wilsonpowersolutions.co.uk,,,"{Other,""United Kingdom"",Grid}",google,,{},Manufactures power transformers and substation equipment.,,,f,
1abfb7ca-eeb7-47cc-a894-5d368e63eb68,,SHENZHEN LTD,weston@swpbattery.com,+8675527765586,,,,2026-07-08 13:57:06.238222+00,2026-07-08 15:37:37.303214+00,"SHENZHEN SHINE WELL POWER TECHNOLOGY CO.,LTD",,,,Shenzhen,Guangdong,China,https://www.swpbattery.com,,,"{Battery/Storage,China}",google,,{},Manufactures lithium battery packs and storage systems.,,,f,
1ac6ee27-7935-4ecc-b170-72ded25eaaef,,EnexYa,xiangyf@sinocat.com.cn,,,,,2026-07-08 13:56:02.129116+00,2026-07-08 15:37:37.303214+00,EnexYa,,,,,,China,https://www.sinocat.com.cn/,,,"{Other,China}",google,,{},Manufactures catalyst and environmental products; energy sector supplier.,,,f,
1b1274dd-545d-4219-817e-288b61d15dce,,Solis,europesales@solisinverters.com,+86 574 65804299,,,,2026-07-08 13:57:13.085178+00,2026-07-08 15:37:37.303214+00,Solis,,,,,,China,https://www.solisinverters.com,,,"{""Inverter Mfr"",China,""Solar PV""}",google,,{},Manufactures solar string inverters for residential and commercial use.,,,f,
1b2e124d-8141-49a6-b806-945c14f0c65a,,FILOform GmbH,kontakt@filoform.com,+49774192250,,,,2026-07-08 13:56:07.404181+00,2026-07-08 15:37:37.303214+00,FILOform GmbH,,,,,,Germany,https://www.filoform.de,,,"{Cable/BOS,Germany,""Solar PV""}",google,,{},Produces cable jointing and sealing compounds for solar and cable systems.,,,f,
1b5bf5f9-50e4-479c-8264-98cdc14e92aa,,Ankara Solar,info@ankarasolar.com.tr,+905532463939,,,,2026-07-08 13:55:34.694216+00,2026-07-08 15:37:37.303214+00,Ankara Solar,,,,,,Turkey,https://www.ankarasolar.com.tr,,,"{Distributor,Turkey,""Solar PV""}",google,,{},Distributes and installs solar PV equipment in Turkey.,,,f,
1b88d401-b04d-4ef5-9d91-1a933d56a0c2,,BEKSAN TIC.,emrebekki@bekkigroup.com,+902662811005,,,,2026-07-08 13:55:41.015933+00,2026-07-08 15:37:37.303214+00,BEKSAN CIVI TEL MAK. IML. SAN. TIC. A.S.,,,,,,Turkey,https://www.beksan.com,,,"{Mounting/Tracker,Turkey}",google,,{},"Manufactures wire, bolts, and fasteners including for solar mounting structures.",,,f,
1b8f6e2a-48b5-46a7-bbe7-bfa3afb2e7c7,,Jiangsu Ltd.,may.zhu@gnetek.com,+86 400 777 1331,,,,2026-07-08 13:56:27.128147+00,2026-07-08 15:37:37.303214+00,"Jiangsu GNE New Energy Technology Co., Ltd.",,,,,Jiangsu,China,https://www.gnetek.com,,,"{Battery/Storage,China,""Solar PV""}",google,,{},"Manufactures new energy storage and battery products in Jiangsu, China.",,,f,
1baf8b5a-25d3-432b-98a1-a24ca6e569ac,,Amosolar Ltd,,8617795787726,,,,2026-07-08 13:55:33.329635+00,2026-07-08 15:37:37.303214+00,"Amosolar Co., Ltd",,,,,,China,https://www.amosolarpv.com/,,,"{""Module Mfr"",China,""Solar PV""}",google,,{},Manufactures solar photovoltaic modules.,,,f,
1bb258ab-dd07-4c0b-8708-031018af5d7c,,FEAG Group,info@feag.de,+499119564560,,,,2026-07-08 13:56:06.912864+00,2026-07-08 15:37:37.303214+00,FEAG Group,,,,,,Germany,https://www.feag.de/,,,"{EPC/Installer,Germany}",google,,{},German group offering electrical and solar installation services.,,,f,
1bda58a4-914e-43af-8c09-3ef2d889ad5b,,PVA AG,marketing@pvatepla.com,+4964168690476,,,,2026-07-08 13:56:53.097934+00,2026-07-08 15:37:37.303214+00,PVA TePla AG,,,,Wettenberg,Hesse,Germany,https://www.pvatepla.com,,,"{Other,Germany}",google,,{},Manufactures vacuum and process equipment used in semiconductor and solar wafer production.,,,f,
1bf93e9b-27c9-4379-8015-c1115b68dc52,,Hive Power,info@hivepower.tech,+39 000 000 0000,,,,2026-07-08 13:56:19.456577+00,2026-07-08 15:37:37.303214+00,Hive Power,,,,,,Switzerland,https://www.hivepower.tech,,,"{Software,Switzerland,Grid}",google,,{},Provides virtual power plant and energy management software.,,,f,
1bfd2afc-d292-414a-81c6-07aef724ddea,,Tigo Inc.,sales@tigoenergy.com,+1 408 4020802,,,,2026-07-08 13:57:22.432836+00,2026-07-08 15:37:37.303214+00,"Tigo Energy, Inc.",,,,Campbell,California,United States,https://www.tigoenergy.com,,,"{""Inverter Mfr"",""United States"",""Solar PV""}",google,,{},Makes module-level power electronics and monitoring for solar PV systems.,,,f,
1c100778-a3bb-4949-b2c9-3b640fd6e960,,Bauer GmbH,info@bauer-solar.de,+49 673 7808160,,,,2026-07-08 13:55:39.034902+00,2026-07-08 15:37:37.303214+00,Bauer Solar GmbH,,,,,,Germany,https://bauer-solar.de,,,"{EPC/Installer,Germany,Residential}",google,,{},German solar installation company.,,,f,
1c1549d9-a07c-48f2-8bae-225a2e29bc12,,Huawei Ltd,eu_inverter_support@huawei.com,+80033666666 0040312241236,,,,2026-07-08 13:56:20.716494+00,2026-07-08 15:37:37.303214+00,"Huawei Technologies Co., Ltd",,,,Shenzhen,,China,https://solar.huawei.com/de/,,,"{""Inverter Mfr"",China,""Solar PV""}",google,,{},Global technology company manufacturing solar inverters and energy systems.,,,f,
1c2123d2-b065-40c4-accd-dfa2a05eb76d,,PQ GmbH,info@pq-plus.de,+499133606400,,,,2026-07-08 13:56:51.592236+00,2026-07-08 15:37:37.303214+00,PQ Plus GmbH,,,,,,Germany,https://www.pq-plus.de,,,"{Metering/Monitoring,Germany,Grid}",google,,{},Manufactures power quality measurement and monitoring devices.,,,f,
1c3e81d7-9bf1-4537-8e43-c4e65a39e52e,,Shanghai Ltd.,katty.liu@zonzsin.com,+86 021-67881308,,,,2026-07-08 13:57:03.278281+00,2026-07-08 15:37:37.303214+00,"Shanghai Zonzsin Intelligent Equipment Co., Ltd.",,,,Shanghai,,China,https://www.zonzsin.com,,,"{Other,China}",google,,{},Manufactures intelligent equipment for solar production lines.,,,f,
1c5ef0eb-46e6-4d08-89ec-81630c145aa9,,Voltmasters BV,info@voltmasters.be,+3251796272,,,,2026-07-08 13:57:29.746129+00,2026-07-08 15:37:37.303214+00,Voltmasters BV,,,,,,Belgium,https://voltmasters.io,,,"{EPC/Installer,Belgium,""Solar PV""}",google,,{},Belgian solar installation and EPC company.,,,f,
1c6e6a84-d432-45a8-8d8f-2d146f3f4227,,Shenzhen Ltd.,brand@sz-manst.com,86-0755-89369630,,,,2026-07-08 13:57:05.555517+00,2026-07-08 15:37:37.303214+00,"Shenzhen Manst Optoelectronics Technology Co., Ltd.",,,,Shenzhen,,China,https://www.manst.com/,,,"{Cable/BOS,China}",google,,{},Manufactures optoelectronic connectors and cable components.,,,f,
1c7380c5-abad-4131-a639-ae72ecf84ad3,,Replanet Energy,kevin.prattico@replanet.it,+39800857803,,,,2026-07-08 13:56:56.82253+00,2026-07-08 15:37:37.303214+00,Replanet Energy S.r.l.,,,,,,Italy,https://www.replanet.it,,,"{EPC/Installer,Italy,""Solar PV""}",google,,{},Italian renewable energy EPC company.,,,f,
1ca4dd7b-c2e5-4466-99a9-fb8d49d6ade8,,SHENZHEN LTD.,sales@ainegy.com,+86 0769-89333635,,,,2026-07-08 13:57:03.561674+00,2026-07-08 15:37:37.303214+00,"SHENZHEN AINEGY TECHNOLOGY CO., LTD.",,,,Shenzhen,,China,https://www.ainegy.com,,,"{Battery/Storage,China}",google,,{},Manufactures energy storage and power electronics products.,,,f,
1ca67019-1db0-4ef4-b568-44631b5b30e6,,SmartHelio,solar@smarthelio.com,,,,,2026-07-08 13:57:10.104181+00,2026-07-08 15:37:37.303214+00,SmartHelio,,,,,,Switzerland,https://smarthelio.com,,,"{Software,Switzerland,""Solar PV""}",google,,{},Provides AI-based solar asset performance monitoring software.,,,f,
1ca6fb88-c41d-4b03-9d83-9d1f208f4e2e,,ENGIE GmbH,info-deutschland@engie.com,+49 221 469050,,,,2026-07-08 13:56:02.233201+00,2026-07-08 15:37:37.303214+00,ENGIE Energy Management Solutions GmbH,,,,,,Germany,https://engie-sem.com/,,,"{Utility,Germany,Grid}",google,,{},German energy management and utility solutions subsidiary of ENGIE.,,,f,
1cb2614f-e55e-4eee-a6e9-08935da3d0e0,,Renvolt,,+351935990051,,,,2026-07-08 13:56:56.74395+00,2026-07-08 15:37:37.303214+00,Renvolt,,,,,,Portugal,https://www.renvolt.energy,,,"{Developer/IPP,Portugal,""Solar PV""}",google,,{},Renewable energy project developer.,,,f,
1cc001d3-345b-462c-bc74-7881c8c7a4c4,,Chauvin GmbH,info@chauvin-arnoux.de,+49 7851 99260,,,,2026-07-08 13:55:47.15213+00,2026-07-08 15:37:37.303214+00,Chauvin Arnoux GmbH,,,,,,Germany,https://www.chauvin-arnoux.de,,,"{Metering/Monitoring,Germany}",google,,{},"German subsidiary of Chauvin Arnoux, manufacturing electrical measurement instruments.",,,f,
1cd2c9ea-ae77-4797-b46f-d79a7ededdde,,ONEPOLE AS,dejan@onepole.no,+4746749980,,,,2026-07-08 13:56:46.433139+00,2026-07-08 15:37:37.303214+00,ONEPOLE AS,,,,,,Norway,https://www.onepole.no,,,"{Software,Norway,""Solar PV""}",google,,{},Norwegian company offering solar monitoring and management solutions.,,,f,
1cfe74ef-bf92-4e02-a93b-e0dd3534438e,,Gustav KG,info@hensel-electric.de,+4927236090,,,,2026-07-08 13:56:15.743351+00,2026-07-08 15:37:37.303214+00,Gustav Hensel GmbH &amp; Co. KG,,,,,,Germany,https://www.hensel-electric.de,,,"{Cable/BOS,Germany}",google,,{},German manufacturer of electrical distribution and enclosure systems.,,,f,
1d18d412-46c2-4207-ba78-4a701cc15b40,,Dagong Ltd.,info@dagonghuiyao.cn,,,,,2026-07-08 13:55:51.281806+00,2026-07-08 15:37:37.303214+00,"Dagong Huiyao Intelligent Technology Luoyang Co., Ltd.",,,,Luoyang,,China,https://www.hybatterypack.com,,,"{Battery/Storage,China}",google,,{},Manufactures battery packs for energy storage applications.,,,f,
1d2cedcf-3d20-482a-88d3-341f2bc5f682,,FrigorTec GmbH,assistenz@frigortec.com,+497520914820,,,,2026-07-08 13:56:09.139066+00,2026-07-08 15:37:37.303214+00,FrigorTec GmbH,,,,,,Germany,https://www.frigortec.com,,,"{Other,Germany}",google,,{},German manufacturer of cooling and thermal management systems for electronics.,,,f,
1d5f66b8-1cfa-4f34-8f78-c84d392c1cb7,,Rittal KG,info@rittal.de,+49 2772 5050,,,,2026-07-08 13:56:57.60052+00,2026-07-08 15:37:37.303214+00,Rittal GmbH &amp; Co. KG,,,,Herborn,Hesse,Germany,http://www.rittal.de,,,"{Cable/BOS,Germany}",google,,{},German manufacturer of enclosures and electrical infrastructure components.,,,f,
1d79b91a-810e-46d8-a7aa-8cf8784a298c,,Wuxi Ltd,wy@srtsolar.com,15961695888,,,,2026-07-08 13:57:33.926117+00,2026-07-08 15:37:37.303214+00,"Wuxi Tianyun New Energy Technology Co., Ltd",,,,Wuxi,,China,https://wxtyec.com,,,"{Mounting/Tracker,China,""Solar PV""}",google,,{},Chinese manufacturer of solar racking and tracker systems.,,,f,
1d79e20a-0b42-4bce-b62d-7cc95d5d3d1b,,CSI Ltd.,,,,,,2026-07-08 13:55:50.778107+00,2026-07-08 15:37:37.303214+00,"CSI Solar Co., Ltd.",,,,Suzhou,,China,https://www.csisolar.com,,,"{""Module Mfr"",China,""Solar PV""}",google,,{},"Manufactures solar photovoltaic modules, subsidiary of Canadian Solar.",,,f,
1fcda9d5-d2d3-4268-973f-8940829d73cd,,OXO SISTEMLERI,purchasing@oxotracker.com,+905441045801,,,,2026-07-08 13:56:47.744568+00,2026-07-08 15:37:37.303214+00,OXO TRACKER ENERJI SISTEMLERI A.S.,,,,,,Turkey,https://www.oxotracker.com/,,,"{Mounting/Tracker,Turkey,""Solar PV"",Utility-scale}",google,,{},Manufactures solar tracker systems for utility-scale PV plants.,,,f,
1fd9327e-41b2-4cf3-9048-cb996af620ca,,Easee ASA,,+47 91998591,,,,2026-07-08 13:55:55.982264+00,2026-07-08 15:37:37.303214+00,Easee ASA,,,,,,Norway,https://www.easee.com,,,"{Other,Norway,""EV Charging""}",google,,{},Makes smart EV charging and electrical safety products.,,,f,
1fe7fb91-3e27-408a-8cb2-e57c5ecd201d,,CJR Renewables,ana.silva@cjr-renewables.com,+351913407164,,,,2026-07-08 13:55:48.030952+00,2026-07-08 15:37:37.303214+00,CJR Renewables,,,,,,Spain,https://www.cjr-renewables.com,,,"{EPC/Installer,Spain,""Solar PV""}",google,,{},EPC contractor for wind and solar renewable energy projects.,,,f,
200c71f2-dd68-42e3-951e-1fd22157b9ee,,iFIX voestalpine,ifix@voestalpine.com,+49 7171 972 400,,,,2026-07-08 13:56:22.968106+00,2026-07-08 15:37:37.303214+00,iFIX by voestalpine,,,,,,Austria,https://www.voestalpine.com/ifix,,,"{Mounting/Tracker,Austria,""Solar PV""}",google,,{},Voestalpine brand offering rail fastening systems used in solar mounting.,,,f,
2012011f-fb47-48e5-a453-9f0524b27821,,BEIJING LTD.,info@epever.com,86-10-82894896,,,,2026-07-08 13:55:40.740107+00,2026-07-08 15:37:37.303214+00,"BEIJING EPSOLAR TECHNOLOGY CO., LTD.",,,,Beijing,,China,https://www.epever.com,,,"{""Inverter Mfr"",China,""Solar PV"",Off-grid}",google,,{},Manufactures solar charge controllers and off-grid inverters.,,,f,
202712be-a967-4bae-a15d-5052251beb36,,Telison Ribbon）,telison@telison.com,+86 029 88339571,,,,2026-07-08 13:57:21.044749+00,2026-07-08 15:37:37.303214+00,Telison New Materials（PV Ribbon）,,,,,Jiangsu,China,https://www.telisonglobal.com,,,"{Cable/BOS,China,""Solar PV""}",google,,{},Manufactures PV ribbon and interconnect materials for solar modules.,,,f,
2073f48b-d4bf-4946-b5dc-e73968c8a0e9,,ENS GmbH,r.wegner@ens-group.de,+49 3302 866770,,,,2026-07-08 13:56:02.58766+00,2026-07-08 15:37:37.303214+00,ENS European Network Services GmbH,,,,,,Germany,https://www.ens-group.eu,,,"{Consultancy,Germany,Grid}",google,,{},Provides engineering and network services for grid infrastructure.,,,f,
207c24d2-b0a9-4e36-806c-f1db9f70bebe,,ECOFACTOR,oksana.bandrovska@gmail.com,+380668569766,,,,2026-07-08 13:55:56.509335+00,2026-07-08 15:37:37.303214+00,ECOFACTOR,,,,,,Ukraine,https://ecofactortech.com/en/,,,"{EPC/Installer,Ukraine,""Solar PV""}",google,,{},Solar energy technology and installation company.,,,f,
2086edd4-ef8c-4b7e-b9f2-2dd6b3c24984,,thyssenkrupp AG,,+49 (0)203 52-0,,,,2026-07-08 13:57:22.095833+00,2026-07-08 15:37:37.303214+00,thyssenkrupp Steel Europe AG,,,,,,Germany,https://www.thyssenkrupp-steel.com,,,"{Other,Germany}",google,,{},Steel manufacturer supplying materials used in solar mounting structures.,,,f,
20941913-fa69-494c-bc5d-69a0666a40da,,LEONHARD KG,surface-decoration@kurz.de,+4991171740,,,,2026-07-08 13:56:34.843247+00,2026-07-08 15:37:37.303214+00,LEONHARD KURZ Stiftung &amp; Co. KG,,,,,,Germany,https://www.kurz-automotive.com/loesungen/energy-technologies,,,"{Other,Germany}",google,,{},Surface decoration and coating technology supplier for energy applications.,,,f,
20ebe101-ee65-42d0-ad1a-c24eb46aa318,,Blindleister,info@blindleister.de,+4915739302499,,,,2026-07-08 13:55:42.497355+00,2026-07-08 15:37:37.303214+00,Blindleister,,,,,,Germany,https://www.blindleister.de,,,"{Software,Germany,""Solar PV""}",google,,{},Provides software tools for solar installer sales and planning.,,,f,
20f79a0d-6a37-4945-9929-646a9fe4d443,,DENS Power,info@dens.one,+31852736022,,,,2026-07-08 13:55:52.630654+00,2026-07-08 15:37:37.303214+00,DENS Portable Power B.V.,,,,,,Netherlands,https://www.dens.one,,,"{Battery/Storage,Netherlands,Hydrogen}",google,,{},Develops portable power systems using hydrogen fuel cells.,,,f,
20fe5c49-6463-4ed2-8742-16fc2c4a3349,,TSG KG,yvonne.eichelmann@tsg-solutions.com,+4989374064723,,,,2026-07-08 13:57:24.76625+00,2026-07-08 15:37:37.303214+00,TSG Deutschland GmbH &amp; Co. KG,,,,,,Germany,https://www.tsg-solutions.com/de,,,"{Cable/BOS,Germany,""Solar PV""}",google,,{},Supplies balance-of-system components and cable solutions for solar.,,,f,
213374fc-190f-4457-bf83-6131c5194dee,,SunHelp Energy,m.okula@sunhelp.pl,+48570000691,,,,2026-07-08 13:57:16.954145+00,2026-07-08 15:37:37.303214+00,SunHelp Energy,,,,,,Poland,https://www.sunhelp.pl/,,,"{EPC/Installer,Poland,""Solar PV"",Residential}",google,,{},Installs residential and commercial solar PV systems.,,,f,
2148c41b-aa03-403e-b39b-3a6a8eae3321,,Encavis GmbH,,,,,,2026-07-08 13:56:00.012533+00,2026-07-08 15:37:37.303214+00,Encavis GmbH,,,,,,Germany,https://www.encavis.com,,,"{Developer/IPP,Germany,Utility-scale}",google,,{},Develops and operates solar and wind power plants as an independent producer.,,,f,
21764276-163a-4b8f-ade9-976100c70bb4,,HT Italia,export@htitalia.it,+39 0546 621002,,,,2026-07-08 13:56:20.52347+00,2026-07-08 15:37:37.303214+00,HT Italia S.r.l.,,,,,,Italy,https://www.ht-instruments.com,,,"{Testing/Certification,Italy}",google,,{},Manufactures electrical testing and measurement instruments.,,,f,
217ace6b-1107-4a05-bf17-ba03d0bad2cf,,SERAPP Ltd.,info@seraphim-application.com,+86-519-68763055,,,,2026-07-08 13:57:01.742304+00,2026-07-08 15:37:37.303214+00,"SERAPP Technology (Jiangsu) Co., Ltd.",,,,,Jiangsu,China,https://www.seraphim-application.com,,,"{""Module Mfr"",China,""Solar PV""}",google,,{},Seraphim brand providing BIPV and solar module application solutions.,,,f,
218f8692-d020-46cc-aaf0-8fa12c9f08c6,,BAB GmbH,info@bab-tec.de,+4923147642530,,,,2026-07-08 13:55:38.277529+00,2026-07-08 15:37:37.303214+00,BAB TECHNOLOGIE GmbH,,,,,,Germany,https://bab-technologie.com,,,"{Metering/Monitoring,Germany}",google,,{},Provides building automation and monitoring hardware/software.,,,f,
21971318-0b98-4918-ada7-65a1235e89cc,,Toming Energy,tomislav@toming.energy,+385912242232,,,,2026-07-08 13:57:22.915325+00,2026-07-08 15:37:37.303214+00,Toming Renewable Energy d.o.o.,,,,,,Bosnia and Herzegovina,https://toming.ba/,,,"{EPC/Installer,""Bosnia and Herzegovina"",""Solar PV""}",google,,{},Installs renewable energy systems including solar PV.,,,f,
21bbe7cb-cdec-48c5-9a8d-4647ba15571d,,CS GmbH,maximilian.giese@sonnenstromfabrik.com,+49 384 13049390,,,,2026-07-08 13:55:50.638132+00,2026-07-08 15:37:37.303214+00,CS Wismar GmbH,,,,Wismar,,Germany,https://www.sonnenstromfabrik.com,,,"{""Module Mfr"",Germany,""Solar PV""}",google,,{},Produces solar cells and modules under the Sonnenstromfabrik brand.,,,f,
21ce5a92-6d1a-4a63-b910-e8d620d6443e,,2B automation,info@2b-automation.com,+38551565500,,,,2026-07-08 13:55:29.07825+00,2026-07-08 15:37:37.303214+00,2B automation d.o.o.,,,,,,Slovenia,https://www.2b-bess.com/,,,"{Battery/Storage,Slovenia}",google,,{},Provides automation and integration for battery energy storage systems.,,,f,
21e1866b-86a9-4147-8923-56d66fa76495,,CIPAL,contact@cipal-dz.com,+213 770 88 53 09,,,,2026-07-08 13:55:47.785147+00,2026-07-08 15:37:37.303214+00,CIPAL,,,,,,Algeria,https://www.cipal-dz.com,,,"{Other,Algeria}",google,,{},Algerian company operating in industrial/technical distribution.,,,f,
22003756-a740-4954-bd07-ff228cbd2f05,,Turchi Daniele,info@turchi.pr.it,+393403274734,,,,2026-07-08 13:57:25.102529+00,2026-07-08 15:37:37.303214+00,Turchi Daniele S.r.l.,,,,,,Italy,https://www.turchi.pr.it/,,,"{Other,Italy}",google,,{},"Italian manufacturing company, sector not fully determined.",,,f,
220a0ce8-90a8-48a3-9c8b-36c7c005e001,,TUNCMATIK SIRKETI,export@tuncmatik.com,+902163145151,,,,2026-07-08 13:57:25.000145+00,2026-07-08 15:37:37.303214+00,TUNCMATIK ELEKTRIK MALZEMELERI SANAYI VE TICARET ANONIM SIRKETI,,,,,,Turkey,https://tuncmatik.com/,,,"{""Inverter Mfr"",Turkey}",google,,{},Manufactures UPS systems and inverters for power electronics.,,,f,
22227f82-0c0b-413b-b50d-c9b9156158ea,,Power Ltd.,sales@powerstone-tec.com,+86-592-5927399,,,,2026-07-08 13:56:50.905131+00,2026-07-08 15:37:37.303214+00,"Power Stone (Xiamen) Technology Co., Ltd.",,,,Xiamen,Fujian,China,https://www.powerstone-tec.com/,,,"{""Inverter Mfr"",China,""Solar PV""}",google,,{},"Manufactures power electronics including inverters and power supply products in Xiamen, China.",,,f,
22231d20-f82e-4323-bd1d-2848be775eb7,,WALDEVAR,office@waldevar.com,+40765463836,,,,2026-07-08 13:57:30.428314+00,2026-07-08 15:37:37.303214+00,WALDEVAR,,,"Pipera 1B Boulevard, Cubic Center, 11th floor",Voluntari,,Romania,https://www.waldevar.com,,,"{EPC/Installer,Romania,""Solar PV"",Utility-scale}",google,,{},"EPC contractor for large-scale solar parks including floating PV, plus O&M services.",,,f,
